1	0
0	0
0	0
23	1
0	0
2	0
19	5
75	11
4	0
1	0
12	1
5	0
29	7
165	19
36	4
9	1
10	6
208	10
3	0
0	0
0	0
87	4
176	29
7	5
6	0
153	14
8	3
0	0
24	8
2	0
169	26
0	0
20	1
2	0
0	0
32	7
2	0
9	3
6	0
36	4
43	3
2	1
5	1
19	5
9	0
6	0
10	0
38	2
6	3
1	0
6	0
8	3
0	0
448	65
115	24
1	0
1	0
9	3
16	0
153	11
3	0
6	3
38	6
28	4
4	1
0	0
7	3
2	0
3	1
6	0
136	31
47	6
73	8
0	0
4	1
24	23
12	3
4	3
151	9
3	0
19	2
11	0
12	0
65	1
0	0
94	11
6	0
0	0
0	0
1	0
25	4
4	0
20	2
60	0
3	0
0	0
2	0
9	1
1	0
31	3
0	0
1	0
3	0
0	0
3	0
3	1
15	7
27	1
0	0
14	2
2	0
1	0
28	5
60	18
19	1
4	0
46	6
23	13
1	0
11	1
26	4
7	0
2	0
77	16
2	0
1	0
0	0
5	2
38	7
0	0
0	0
2	2
7	0
0	0
36	23
45	11
11	2
15	1
1	0
3	1
1	0
3	1
16	0
22	3
5	0
3	1
0	0
9	1
1	0
92	19
7	2
3	1
14	6
2	0
1	0
32	4
30	1
1	1
5	1
6	0
9	1
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	4
8	0
12	1
8	3
10	2
32	4
1	0
2	0
2	0
36	0
0	0
0	0
4	0
0	0
15	1
124	29
9	4
7	1
0	0
0	0
0	0
8	0
2	2
177	7
82	16
61	6
76	4
34	3
30	5
0	0
8	2
0	0
31	4
0	0
1	0
39	7
0	0
109	22
5	3
0	0
232	33
84	12
88	11
0	0
15	2
42	2
0	0
0	0
0	0
3	0
2	0
20	0
274	26
100	34
13	0
1	0
2	0
2	0
33	4
127	10
39	1
5	0
180	16
2	0
1	0
0	0
0	0
10	2
8	2
7	7
45	1
7	1
14	1
39	5
1	0
8	3
1	0
12	1
8	0
0	0
6	0
0	0
1	0
0	0
11	1
49	0
0	0
2	1
3	3
43	1
14	2
0	0
10	0
3	2
35	5
14	3
10	2
76	19
6	0
25	6
0	0
17	1
127	24
30	1
167	14
3	2
19	1
181	17
5	1
0	0
159	27
5	0
0	0
254	25
9	1
1	0
0	0
252	27
1	0
147	39
0	0
7	0
0	0
0	0
18	2
3	0
99	4
3	1
46	5
1	0
1	0
6	1
0	0
5	0
15	3
3	1
14	2
17	7
145	29
0	0
639	138
2	0
2	0
1	0
7	3
15	4
1	1
75	15
0	0
18	1
27	3
7	2
0	0
1	1
13	4
1	1
1	0
10	2
26	0
7	2
8	4
0	0
2	0
38	12
26	9
3	0
24	4
46	2
10	0
2	1
18	2
46	8
125	16
34	5
0	0
32	2
3	0
1	0
4	0
8	3
91	7
164	21
0	0
169	18
16	1
0	0
93	10
39	3
0	0
0	0
23	1
1	0
0	0
0	0
0	0
0	0
2	0
0	0
2	0
30	1
16	8
15	3
11	1
4	1
110	6
0	0
44	4
29	1
0	0
56	11
0	0
40	7
0	0
0	0
2	1
0	0
1	0
2	0
13	0
343	50
224	41
3	0
306	31
9	5
396	42
5	0
208	28
0	0
0	0
0	0
19	4
0	0
7	1
0	0
20	2
0	0
10	0
0	0
8	4
0	0
5	0
28	3
1	1
3	0
0	0
0	0
0	0
1	1
33	3
6	0
7	1
3	0
3	0
75	4
20	1
0	0
157	30
0	0
0	0
0	0
57	12
1	1
11	4
2	0
120	28
3	1
1	1
9	2
4	0
1	0
5	0
93	14
21	3
6	1
1	1
1	1
46	7
0	0
0	0
0	0
9	0
0	0
12	3
5	4
31	5
23	1
6	3
4	0
1	1
5	2
1	0
56	9
0	0
1	0
9	0
11	2
0	0
0	0
7	0
0	0
0	0
0	0
0	0
1	0
2	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
212	13
0	0
0	0
0	0
1	0
31	2
0	0
0	0
209	32
1	0
10	1
0	0
0	0
2	0
21	1
1	0
4	1
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
4	0
0	0
1	1
0	0
0	0
1	0
0	0
0	0
0	0
4	0
1	0
1	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
42	17
4	1
269	51
1	0
0	0
0	0
0	0
13	0
9	2
0	0
0	0
0	0
110	12
0	0
1	0
0	0
0	0
1	1
0	0
1	1
0	0
1	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
2	1
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
31	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
2	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
98	9
1	0
0	0
0	0
58	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
1	1
5	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
88	23
0	0
3	0
2	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
246	54
7	5
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
74	24
43	11
0	0
0	0
0	0
0	0
4	2
0	0
0	0
0	0
0	0
0	0
0	0
4	3
1	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
120	10
2	0
6	0
0	0
0	0
2	0
0	0
93	6
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
2	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
2	0
1	1
11	0
3	0
4	0
1	1
2	2
0	0
0	0
0	0
0	0
14	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	1
0	0
0	0
1	0
1	1
0	0
0	0
0	0
1	1
115	23
0	0
47	0
0	0
0	0
0	0
1	0
637	69
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
2	0
0	0
255	38
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
96	15
